,Correlation,p-value,L1 Loss
57c18f40206b7d35d6d0c5d5e36d2f7c,0.254,0.011,1.11
36c3d8ac3efa985fcfee406ee0114359,0.42,0.0,1.09
d6ea99b2727d19657c6ece8bb5f704c2,0.155,0.124,0.95
157c78c1207155c706a24089ca14c275,0.397,0.0,0.86
b99c5ebea72a5096ebdcdb7f9ef5a277,0.601,0.0,0.85
9bf63e3e2f7687cbf9599403e23eed44,0.455,0.0,0.79
64b51b5fdb10e09dd24b38d17bb2a318,0.638,0.0,0.79
9eb0d24e6f5ec14f6b1f8bb6642bb517,0.44,0.0,0.78
158c81baa34fe4b2d361c26b6ba4e111,0.294,0.003,0.9
256bfc38ede12d18b39ecdbbab4c1c60,0.412,0.0,0.7
84d1a2573b06e86b12370ce2c7563117,0.488,0.0,0.98
b98b995372448f015357638c8eb6add1,0.604,0.0,0.83
7c7c08fa3b24726caa54165b3aaddbd3,-0.053,0.598,0.71
afe18af5b44548692979363b6b328e27,0.694,0.0,0.73
a580988addc66cc8357b9bd01641f53a,0.452,0.0,0.88
fed572b4fc7b749e440613a91032e7be,0.404,0.0,0.91
f7bc789d0d71bf7d0dc2f0842be545cb,0.539,0.0,0.93
682d6be972ff36ad602464e6f81e5ac2,0.192,0.056,1.27
ec5b7563eeb619d98e0623fb8bd9ff1f,0.42,0.0,0.94
97c12f95e5229d979200cfaacc6b59af,0.305,0.002,0.91
50a77e11b9bd2ceba5df5df677e72466,0.496,0.0,0.83
bdbe82b5bf0edc52dd4f713406da3b22,0.343,0.0,1.01
09f558e06879f08936049a1b415c1219,0.294,0.003,0.66
2ea1c8c553fa28794edea34d8a777c59,0.583,0.0,0.95
feed527391458c8b16bae0a5c4566d8c,0.35,0.0,1.29
5ce9dcce52478156b97d195efb7aea92,0.428,0.0,1.19
8c094b284cc68c9a6c53ba74bbf5307d,0.298,0.003,0.97
fe4e933cd6036f3ce4a21fc7e87573a4,0.323,0.001,1.04
e8653cc56b3ae0cfc8f9924e8680d0db,0.575,0.0,0.89
a8c92d453a51b645f20c374bb7be2805,0.644,0.0,0.82
4f4371567dfb6163d3e4263319e7758e,0.113,0.262,1.08
8b808172cf8e548203967acd82f467e5,0.427,0.0,1.0
eaeeddcc9d1c934de90e803276c5fd84,0.471,0.0,0.9
97e5219e5ee2580e07b4eae3c8c1607f,0.446,0.0,1.01
e293c01d98c264c66637445926d48491,0.516,0.0,1.08
f1466bb48e34ce81f77c54ee517577f2,0.361,0.0,0.89
b0d744ab6477efb61412db9f2f487120,0.657,0.0,0.94
2b1808bc1720a52dad2c5f3880d8961c,0.573,0.0,0.57
11187bc926f3b4f1cf18a52a097adfeb,0.692,0.0,0.74
f87f89780a8146b3e64bc88cb57a28a0,0.418,0.0,0.76
4fb53220a04c6e8bcb9bbf77a9e81cb7,0.548,0.0,1.03
a6182cfa84351abbeeac9d3899ee9d72,0.509,0.0,1.0
288560a2ae98dbde73d94230b7be1b5a,0.338,0.001,1.09
a946c309cdc4111b87bfcf716b4b7a69,0.749,0.0,0.64
7166c6cbc26ba72bdae26be0a87075b3,0.584,0.0,0.84
f83e59ffaf7288b4bba29991b0daaf4f,0.678,0.0,0.59
478b4b920252566ca993235db21d9b67,0.47,0.0,0.76
a8e684861c58ff7bdeacf7f6cbe61132,-0.209,0.037,1.69
046eaadc6312d3f335d1b5e34fe812f3,0.52,0.0,0.9
4aa16f6c13641761e101072e38739aa4,0.395,0.0,1.21
0e22f061e60f0bdf0ffbfb8c8b750ab2,0.636,0.0,0.89
e138a69a3d4405c8b8a882661ee10497,0.332,0.001,0.98
fd25f5a46452b5c834cf527484f87940,0.343,0.0,0.66
9f3bd5fb2a48bd3e667a5f84aaac0462,0.505,0.0,1.11
31b226bdb2f06fb833e4e36a936349f0,0.39,0.0,0.93
524479ab9ccf909fc01ef47ed895646f,0.252,0.012,1.01
08cca97986bd0b9f2b9c595170fbe921,0.564,0.0,0.82
509b677682d4868f2131c9671ce71fa3,0.592,0.0,0.85
30a277c368cd776e50dab73b9b16fc88,0.5,0.0,0.87
78dec8d8ab2b3b040a0563ed7bcb3991,0.27,0.006,0.92
770d42ad37d2a185040e31ed92c67c60,0.428,0.0,1.06
62ea930e395715c58eab45fe62f6f442,0.346,0.0,0.87
e50f5272357a1dee28773a579e517fc1,0.631,0.0,0.85
b207664a33131b15055bb459165b0fbe,0.037,0.718,1.08
ac2b7e13d01c65719dd3a8f161ed0d6e,0.507,0.0,0.94
8fb8183e975892a1a20909c8040e31a4,0.422,0.0,0.71
3caea651575693e7b0fbc1ce144e5ebd,0.616,0.0,0.78
b7303b21dd2c68b4209c76c662317925,0.481,0.0,1.17
c47db6f64a7f5ee5aab41361d7ac8723,0.146,0.146,0.82
5d1d93f2be76ce8878f8b7b1781f1694,0.294,0.003,1.11
a5cc23e767a623f7a12b4131a2492cdb,0.591,0.0,0.85
fff2529404d766b82221a6645c43dba8,0.677,0.0,0.72
022cf8fb39d15708081bfaee5cf38f2b,0.527,0.0,0.87
8a848e95cb018a7c7a6f5aa9400ea8b4,0.29,0.003,0.76
1fbef6f4d1b06f3e60cd4e8a1c1366b6,0.303,0.002,1.02
df9ed5919cd370f49d44e19ea39d8ccb,0.479,0.0,1.01
5e1e7c7de988d7a23100817cc86b9713,0.175,0.082,0.93
3a76cb81a5027349d79bc3d42c1955ab,0.474,0.0,0.82
450b7716cc01239a36364edfbf97ca2b,0.374,0.0,0.67
0a559614e7e8077d67cd702fc0455f46,0.356,0.0,1.18
9a5e3169f6fe0fc7c02bdcbaf8c6d125,0.455,0.0,1.01
3cdc7b4782b05347e888d22d3928d978,0.42,0.0,0.71
9fb708db0ac17768655509246a1fa541,0.619,0.0,0.98
3231596675d9739a764cbdb9d709f245,0.32,0.001,1.08
8c6b8d2e06d7fe4f8eaaffbcc098797b,0.488,0.0,0.78
78ac8c420f0ac64e0b2934037399a40f,0.554,0.0,0.61
d7470a51d26b387268b55f4ed3f32d43,0.71,0.0,0.73
950a49a75c7128a2605fcbeefd3a5105,0.44,0.0,0.87
1c16c154820739b11b5600bd8b3a5e16,0.619,0.0,0.81
b2f5e1b7e0ea300dee534abe79ee17fa,0.406,0.0,1.1
2190f7b2d3aef0ada3e0319e4419622f,0.419,0.0,0.65
5693cddb58f2bb903e47e41045073316,0.533,0.0,0.88
968889c9003a858dfe79a8b01a8c4b76,0.59,0.0,0.73
b144c533e2f832ee90303888a1454e20,0.56,0.0,0.89
a0c87e0831810d04fa5ddae5f70c21f5,0.435,0.0,0.98
9aa75f5b2df5b4c1841a00d4f0118295,0.469,0.0,1.04
9abbd4ac2e3dc10cb68c34efdb7a5416,0.354,0.0,0.79
733924d2f62385907d4460bc626bd105,0.449,0.0,0.85
f716300e0714cdf2cbe58b16302d37c7,0.661,0.0,0.9
533efb6d953f62acff287221b987b7ec,0.525,0.0,0.76
5d144b319b1dc1f612402b44ba772e91,0.588,0.0,0.58
3561673a2bb1628f54e5d096afe31b4d,0.563,0.0,0.93
fcac80ebe0fca7e1d3af44d88264f89f,0.497,0.0,1.09
861b8c0f738cf23dbae377eddc632a67,0.524,0.0,0.77
9f5b7055f9c26d52561fd94c23ec83b9,0.386,0.0,0.93
cc683affc0f1cf343b5bae48461d7ed1,0.744,0.0,0.53
2c82929628e098d99ff01b05bbb7cec5,0.246,0.014,1.35
227b3dc9e5b65cdf3c2aec35520b75b7,0.441,0.0,0.89
1839df7ca7a0b0445604b862b398ec29,0.341,0.001,1.2
bddad0fc16eb97a7b52a0b38eee03770,0.555,0.0,1.12
2b7dc4f71f7458302ee49676349ad093,0.502,0.0,0.88
ede137ca14bbd46c9c51f7f72222b0aa,0.414,0.0,0.97
622cf94a639e94e2689e5b293b271f69,0.436,0.0,0.78
2931123d6240a1cac55a50a0dab7bcf1,0.449,0.0,0.84
13564b986d25a99226cd43ff7a0ca5a9,0.346,0.0,1.19
2d8931e81f1c8d03183b187551ae5f1c,0.389,0.0,0.84
afcfcd1d26bfd22fd7fb1c1811da3fa1,0.639,0.0,0.7
3bcad7cb53b1baaa2a04a02c1833211f,0.487,0.0,0.95
56bccb8d6df3426cf0b3c2147d328bbd,0.587,0.0,0.81
790bb1afdf91006371a226f352c1cecf,0.527,0.0,0.9
bfbb47f62541d351721c3065a358cf83,0.531,0.0,0.71
2d739d81952f0214a86a5a2f564175b2,0.375,0.0,1.08
10f5ba1f06b7b9137fe40845ffbb8ef7,0.486,0.0,0.82
27c79961314502dc75eba35bff4dcd12,0.309,0.002,0.61
2a3e0137e6b64b094470abb2ef27a504,0.525,0.0,0.76
f4c1bee3e24488e1937be35d9fc85e64,0.464,0.0,0.95
25a3732a8d07c136888ef116bca5ae0e,0.231,0.021,0.66
ebbc72ac7ceb1da8801509f2bffd1b9d,0.546,0.0,1.01
77eabef827177bedeea237f4c4a33f2d,0.136,0.179,0.94
226a3dbb8d92522a5b8f5246bf0ea2bf,0.268,0.007,1.08
23c139ee140fffb8dfa84dd6cf5980e4,0.503,0.0,0.92
9d31ea89d3f666e05d8f0454fc31fd1a,0.431,0.0,0.92
f1df5b265ae6568b67b2e3c1edb9fa77,0.161,0.109,1.13
9836cf1da4f05ec8e666073870880201,0.289,0.004,1.41
1f442f65f98ede64aab604451a201361,0.314,0.001,0.75
b9769dd8bcf4eab6139ff51e0595d9bf,0.393,0.0,1.0
bc6b3e1beb1b2551ead167dca7f25e71,0.5,0.0,0.6
daa6360c8e45b4e34ad8fddc4991214c,0.573,0.0,1.02
f5cc696c27342a4eb233fd19b969d731,0.213,0.034,0.96
60db842eabee96988ca8da1f22a44a35,0.296,0.003,1.56
4afa53e290b01445f8b3ed8a3b077d60,0.374,0.0,0.7
81289635abf67ca4fcbf2346fbe1eddf,0.507,0.0,0.65
86ae0e0ea014db1a1a9f53b85ef1e3bf,0.307,0.002,0.84
c5f41386c071096c36851b46ab192a5c,0.595,0.0,0.73
db26700a281fbf4afb02a78b423c5163,0.465,0.0,0.76
336044db7791448b90c15121165b3af4,0.35,0.0,0.97
dc06774f3869bf8cf9e2bd053ae0a46c,0.618,0.0,0.66
a590060f3e794cdabb58d9248f23fb63,0.756,0.0,0.7
64ed0d1291edc38df9863acde2462691,0.214,0.032,0.8
189c6990e26332156809fddbedf5e48e,0.357,0.0,0.94
5a25a71a80f00535f380c5b268a19210,0.652,0.0,0.94
bb71b9552ac3e3df2fb23ba6afe4251e,0.305,0.002,1.42
0de1d735469cbcec19fdb6f7cced8c2e,0.679,0.0,0.78
e9f8cd1197e770b66ba4bddf17e56550,0.689,0.0,0.91
7fcf0496b3278b8c246e83d231fcc801,0.571,0.0,0.87
eb1b24428491a3132d7c2f4295ea167f,0.437,0.0,0.74
921af1921fc3444e91ede4e856ca146b,0.498,0.0,0.86
231a537a01447f1277393c2eb7f4625e,0.567,0.0,0.83
4b9846272180845214b34c69b465a185,0.691,0.0,0.78
617c624433885b7f9028c9a07a4c6d3a,0.291,0.003,0.86
c3032f9de7675d45632269694ab1bfa6,0.368,0.0,0.78
e3f2852b205d85086d25b684dde9b198,0.564,0.0,0.92
043e9ff8edbb351126e3a500f664d971,0.395,0.0,0.94
2b39da07021cea0c260ebcf6b1593cb8,0.417,0.0,1.11
ed4699825d8188c9dfe2becccae61c0d,0.361,0.0,0.86
bd226858a3b023273ada4f3baa73d5b7,0.525,0.0,0.7
bf6a1d04cc744a79e229e2d5b8d3d1a4,0.239,0.016,0.88
ee4ddf691e1287f754e805c35df99675,0.1,0.32,0.83
6e42d2010e55cd467b5f4a239eaa3cbf,0.45,0.0,0.87
d6851da5d046227570cd313c09619853,0.71,0.0,0.79
fe61dde2a6cb68d47d8a10d51de923e5,0.466,0.0,0.93
6364d7ecf0463249cfcd2dfb501691c7,0.259,0.009,0.77
d836e8d8e60928646abe865f40b5ea7e,0.593,0.0,0.9
e661c665c4f35d65b3f59330c232a26c,0.468,0.0,0.95
f8e24e4c924b62cc112aecf6a45a3bc1,0.3,0.002,0.77
2e6043cfeba7f717ac38504fc7095ada,0.301,0.002,0.93
4e5bc97d95f3aca05d420bfd4e3a2639,0.43,0.0,0.96
99163eddd451bf93693ec8b20bd5de37,0.365,0.0,1.01
10323146d6c03298b0d88200ffcf4afd,0.413,0.0,0.6
393c2d11359a7c0eea7b47a8e8c33195,0.512,0.0,0.96
2d092b92ac26f5f11baa1fecb91ad210,0.624,0.0,0.72
6cc16be6658acaa8aaddd7edd64cc3b9,0.619,0.0,1.11
55d59df263ece602cf23687d2e884b76,0.556,0.0,0.89
e5d699b2a2c7a4e80e78ea02be904337,0.459,0.0,1.0
50725862ef11e1e93e142788b2ad61fc,0.485,0.0,1.01
82dc4ba85e9dcfbb67a15349a85125e4,0.572,0.0,1.23
86459e28c0d114152a9a5334855b0e42,0.472,0.0,0.82
ec78eb795431b8797902f0a754e21f4b,0.397,0.0,0.82
d03a8ca6dec536b1a7d8b327576909a4,0.353,0.0,0.9
05a7ffee4dbbbf49fb420cc2d0d09f32,0.56,0.0,0.99
5e4b7071f0dad5a65e4d67c065b27d12,0.472,0.0,0.76
096b6532467b24101da5ca6ab6e2604a,0.207,0.038,1.13
147ae72a9a56a937f7271c7bbd1eb584,0.415,0.0,0.79
6995dc422573d23210274c0dfb3b2dd5,0.504,0.0,0.81
5768075580faa60973ca2c926dd51546,0.594,0.0,0.89
d92869b0e75f9445ffcf66e22a98c4d4,0.433,0.0,1.0
b4b898afa6447bc978203884c4d23e92,0.463,0.0,0.78
19d664c49f7a3df47bfd983fb5709660,0.68,0.0,0.68
e30a33d108405355566ac901502c410a,0.596,0.0,0.98
4a39acc104fc9513ca780edd90289219,0.408,0.0,1.05
68b1e1ecc11477595faaa5d26f8e48e4,0.495,0.0,0.9
efa250729a3783e0829aae656feb7de6,0.675,0.0,0.98
39db5ca4b542a11e5497d868eb055591,0.31,0.002,1.03
e4f2c3f9b0a5f9fdf1a03b66786bc775,0.455,0.0,1.07
a051de2d9b1fd3d7078a49ba4495ae00,0.463,0.0,1.02
252ff560704dffb26f0b8cc563cb6162,-0.057,0.572,1.29
e1284ebd8c142790fb1e2c924cc8d2eb,0.639,0.0,0.93
645ac6dfc0e908be7a4a2562d1a43fae,0.479,0.0,1.02
01d5b5cd805194ab7219100834fb480d,0.24,0.016,1.28
d56c6c145bf1ebc35817c6040f0e2b1a,0.375,0.0,0.93
1198ca8735ecbf564f02cf9160aacf01,0.569,0.0,0.82
17b1b93f4278e63e935cfe5671efeea8,0.487,0.0,0.67
455a1c8a441e3a0adcc72555d4cebec8,0.284,0.004,0.99
7dc6e009878780040e79ea2bea6275f3,0.537,0.0,0.78
a3b0ae4274a50245389d6687415bfd7e,0.417,0.0,1.16
c24b520d6cdcbcc25aa687495ffc435e,0.291,0.003,0.94
8aa1de00ff0b7381a3cef15250fbbf93,0.501,0.0,1.09
18e7ea49541f2623a62f328727725fdb,0.485,0.0,0.68
a0fd7c426cfb2a31c0a04e0d0ee4be18,0.446,0.0,0.69
783c59461dca0f3ceea67100ab830b3d,0.419,0.0,0.92
9202790e9e828c16a040b76e47a24cba,0.205,0.041,0.97
16a8c46b893c6fe0b9bc44a319024218,0.611,0.0,0.83
1a2e5c1fe8eddc6350de8320c0692504,0.369,0.0,0.92
7dd374c92f16b29920baff4a79b5c88c,0.151,0.134,0.81
30d7980892664445a3d8ee6f7f8e9d45,0.311,0.002,0.91
5f0c81eb8d88669c3cc8285b98bfdcaa,0.324,0.001,0.89
29be62f9286c0e9e0b84488160d0bad4,0.132,0.191,1.0
5253b7c0b0a1db5b29e9b20dbfebb770,0.462,0.0,0.98
f32c56a94c03055500509620bc7d9c54,0.538,0.0,0.81
841cd23a2511b1423a1edf26f699236e,0.534,0.0,0.95
ef3ba617c3fb280e46927bb7979b102f,0.32,0.001,1.04
7695fc997c46bc39388e74beb66acae4,0.581,0.0,0.99
a5b6305ed218b74c1b150a929405f9b9,0.554,0.0,0.87
3e35c3951e8024d7be70c5baa1d375fe,0.359,0.0,1.07
94c534e6a80b03a443238b4557dfbb39,0.314,0.001,0.95
691d2bb9be1150542b855077dcf15348,0.374,0.0,0.98
80185ff66339c9e8055861df6b1c9fa2,0.64,0.0,0.65
6f22938497a495b56cc19e030f851b74,0.578,0.0,0.8
219ada171445ba0158f96eba2f152a95,0.582,0.0,0.89
58fc3ef1eb7c362e8b57b1f518b448ce,0.364,0.0,0.89
761c6d167bd6efbc8b4c757abba65c19,0.59,0.0,0.89
c02e53be7a72ab77429dfab4ad497300,0.437,0.0,0.82
51ef3ad60c784a95a95bd8140bb57fdd,0.53,0.0,0.77
92a41e59a720b4a0598c1d8884d75e9b,0.306,0.002,1.19
fd90270e96f2519374819a0e954c27e4,0.443,0.0,0.97
e6d6bd8e696ef77e120310171b2e4f59,0.645,0.0,0.96
e04f6699513051763110c048f33318d8,0.577,0.0,0.64
2aaf57f491b131066301663c6613b23a,0.345,0.0,0.89
20b7f63bb6d407930fd6241b7657d724,0.581,0.0,0.8
58d6ef040f828cc47dc8d555941bf699,0.3,0.002,1.09
e7b9e60d8c63c7578015ddd1e4b4508c,0.714,0.0,0.77
75e02574f3b282c47ae9f439224c47f3,0.436,0.0,1.08
be4814aff07fe7ba93bcaf26082908d4,0.546,0.0,0.69
4ea019612f27c228477336e385f05dfb,0.489,0.0,1.04
491300034e0e685ad546e232555f5b6f,0.555,0.0,0.85
b123e89dd4dcd800c1ffe5d1d73c14be,0.142,0.16,0.71
d7209ea0b5731008877fc7342476d9ab,0.448,0.0,0.8
a18a531a4bb34823b84fe0d1ab7e345d,0.528,0.0,0.68
2a19110bbc0365b1b68609cb1e5fc411,0.433,0.0,1.09
919fc7935c60bc90c3f712c566bc600d,0.582,0.0,0.85
9ed2512823d55af1b77a41531875f5e4,0.738,0.0,0.86
de4dec892174d115c341578553f3b2cd,0.376,0.0,0.74
6b24884df48534a6c5069685aabf593e,0.615,0.0,0.97
7567997d024879f42a89d3d986d4100c,0.347,0.0,0.62
5c10bb076ced7976d6de7becb4cb3ed1,0.148,0.141,1.13
a92a52fa5f64e3e826116ff9654bddce,0.64,0.0,0.79
3b9b450d3f16b04539c98adaeaa6c868,0.598,0.0,0.81
6400d8ac5085c2402fd86fdc9aaa1784,0.508,0.0,0.89
eb39b3214f07004a29d94dcb1becb5af,0.589,0.0,0.86
6f811f922366f51ab63185a48187c6f7,0.511,0.0,0.97
97f72fd047f11192bc4e38dbed4ab27a,0.417,0.0,0.85
b44b0f653901b05279b99172cba4cfa4,0.197,0.049,1.2
4fdf69adb02fe31ecfacddfb75697f09,0.408,0.0,0.78
a4ec465f545dd8e93fce74fbfd072502,0.499,0.0,1.08
25ec28a26e5088c728279f6fcbc4a71d,0.434,0.0,0.91
1e0e1d7432c845bb8778b83bae1fe7ab,0.48,0.0,0.79
5ca399c1cb40f8b00f89e69cd93c7d96,0.419,0.0,0.77
03056baf2b44f97a26ea48dbef7d3646,0.458,0.0,0.71
d14ec34b26e9f52817c6fc97884d389c,0.676,0.0,0.69
9b6be74d21a9aa6a2cde9767eaca4f2c,0.513,0.0,1.01
eef9fce4175b7e66b6e61f48e965d078,0.489,0.0,0.55
cf7f4b1b81c71314598ddcdfd4a5bd5b,0.508,0.0,1.16
4f51ab0a8a4233d3574a430e9116b6d5,0.606,0.0,0.91
0154f0ddcf5d356dce0016b5fa3b5b42,0.2,0.046,0.79
3d845ace0fd3d7171400bf6b3790ef84,0.287,0.004,1.06
ae2b3b706697b7aca3b24721fb20f381,0.547,0.0,0.88
608344463eea96ca2224516db525accc,0.372,0.0,0.86
0025d972a17afcc29ea4127038f5da87,0.545,0.0,0.58
cbff0cd90226c81e9bae619d12fc70ea,0.492,0.0,0.95
30723e9e5ecfe6d20e5e67d1163e3965,0.47,0.0,1.14
bfa836fe9c2327ab26b04a1fbda63fc0,0.604,0.0,1.03
a1a530c126d22dd4499a996da385a31d,0.526,0.0,0.87
38a97fcd863468bd654d58e1d808c482,0.368,0.0,1.02
8b2a70ac996b8a1698fa5957ee43eaaf,0.559,0.0,0.92
ded72d926c0e636465e175b203f6e46c,0.461,0.0,1.03
7b07acccbb3989a46f223f8e8b0178bb,0.452,0.0,0.6
21c96c50e0974297759f3e8f0fe95474,0.189,0.06,0.82
6d1d5184bcc3178c58c3488f041f0485,0.37,0.0,1.05
de279260feeddea9f213d1e9193dec7e,0.569,0.0,0.92
62c0cfd939807de07d6f0e637dab7bb4,0.485,0.0,0.8
adb331f854915ba1031fcd0778e70c20,0.471,0.0,1.03
5051a0daa9256393fa371882a9e34fe3,0.505,0.0,0.83
c3bdba86e9a39be3c4d386f38d049dea,0.412,0.0,0.91
4b8aa3e935b8caa4b35d1fb19afef654,0.523,0.0,1.03
a00339d3cd4071e4c1fbcccb7beb0f6c,0.5,0.0,0.8
34f867e2c1e6a4ae675e5344da4039d1,0.447,0.0,1.05
c07a5cfdbcd30f470bc805acb6fe819c,0.294,0.003,0.68
510983c4cdce785b26c23a0cc557f2e1,0.614,0.0,0.73
8222357bc737660e0cf7dddf57c5bc33,0.519,0.0,0.98
00a2733074405eba2809497288d73678,0.462,0.0,1.02
bbf4ddde675f65aabbac1454e218f221,0.63,0.0,0.83
13e3e5b7823bb63bdc20252f390ccece,0.245,0.014,0.93
362544fe565f9e97b2a52db2d3b25feb,0.142,0.157,1.05
d36e1c508db553a4722bd23b75b75e9f,0.474,0.0,0.95
edbcb326cb98a1656b99d038f0077f44,0.325,0.001,0.85
c0dbcd73998259c5f33cf0554ea07e3a,0.663,0.0,0.94
f73caf884e06d51edaba836e0cd54363,0.443,0.0,1.11
6d259ab475c21c8ffbbd6b2abe0f0f61,0.617,0.0,0.9
6ac82efa8cd95009e92133fa0b328845,0.345,0.0,1.05
6cd1f3815478eff4941e94cdabd4c45f,0.661,0.0,0.85
7e091315372cee8c9035e27d82ff43d1,0.08,0.428,0.93
efb8a52f54a06d9a044c6aa83a034c2c,0.716,0.0,0.85
3847972025101acdd87d625e9354cac6,0.12,0.234,1.26
80b4ca9b48b9cc57d671346c780d5514,0.466,0.0,1.08
38bd477717360035b9442e6ad8793459,0.431,0.0,0.75
deaa67b369f5365277158a8f5872ac58,0.783,0.0,0.43
71b5d2f570b1178c458485824c7a5b21,0.521,0.0,0.83
309398399616d8366802f6aecf4b1dc5,0.285,0.004,0.95
44622a7f26bd1b38eb2d224038155889,0.408,0.0,1.01
41607b7bccc9d8709c74b4c7e90bdbf3,0.561,0.0,1.01
ad64f213c6e848ec4c734f0be3485682,0.496,0.0,0.99
65d96d0ffd5526f86665dc39f85c451a,0.471,0.0,1.01
a342998a6b740a278268a9fe5420804b,0.387,0.0,0.88
ab4e6b8fb25a7492c65ae3dae9bae6df,0.441,0.0,0.94
eb0dc6063b095ba96cb8127a596b20a3,0.329,0.001,0.99
45a9b3cef7a269f3bbe2a08413925443,0.548,0.0,0.85
feaf02cc3ab1dac7973fd3a97a0c1990,0.422,0.0,0.93
aaae0a0b45fb9ffaad9dfb04373333f7,0.493,0.0,0.81
667455917db4ec85628602770c1fe950,0.456,0.0,1.0
941d11efd8f9406563f723d9994121b9,0.494,0.0,0.9
2bcf94a2c1cfa2caf986506dc489bbab,0.411,0.0,0.68
254b9aad0410b9d7331d7ca9cfbc184e,0.25,0.012,0.84
24101221320ffc7b3f48df5483596458,0.529,0.0,0.99
2b5d261107055b1cabb0b0e852a8c1a0,0.507,0.0,0.94
a922bb14d6e761fa008c61110161723a,0.481,0.0,0.74
0f0824761cdbadbe24c2ad80651a5ccf,0.398,0.0,0.77
9a019675f67bed252995a5d3c29fce75,0.51,0.0,1.07
3a32555f0eee18a9587b0edfcb27b71e,0.595,0.0,0.91
746f3c146b21eb3147d165d84d7d8732,0.325,0.001,0.94
e480486f07f172d08c152e69397320a4,0.344,0.0,0.96
1b2bade51c6d814c897cd5614aece8c9,0.232,0.02,0.93
fd514a329972727050ffcad42063503c,0.613,0.0,0.82
6f73b70d0c41a2c70649ef2d7a255b98,0.611,0.0,0.91
bef488695ba55f44c65c9fd33376cad7,0.669,0.0,0.8
0f38b7a7c7081491546bb0040c6bac1d,0.562,0.0,0.88
42c73eddab4cecaeea2fe1957730e6e8,0.364,0.0,0.98
7f92f4f02cb865168fcd3c2bb7fbcbb4,0.257,0.01,0.79
91afbf937d58b1314f003e3dbab7649b,0.625,0.0,0.75
e49a4348e41698d5f76c61e19a72a5aa,0.424,0.0,0.78
73e3fde08fbeed2a2a9ec8d68f27e010,0.528,0.0,0.75
fcc07c2e671f6670391d0e9d72ea9b6c,0.555,0.0,0.58
067ace78ebd8017e920f4e7469e5a1ee,0.463,0.0,0.81
12c2ec22ce92d0221dc00e0cbee7e68d,0.491,0.0,0.62
c991206407d92cc63924e94ce9ed818c,0.419,0.0,0.85
c30f3e45d39548723ebcd0d2b8506a73,0.581,0.0,0.77
d72e8920fc0ce0addfc038480acc2945,0.651,0.0,0.94
376cc1797a7cbb41a33c392044fc2794,0.076,0.455,0.89
1c9d93b4d40696bbd36ec53c0bb6c6f1,0.499,0.0,0.73
e3d73e60870c00d88c478ceb0cbfebe6,0.497,0.0,0.76
f8ccd7da3f2786d7683a7077ea7d9511,0.617,0.0,0.85
7e32f31a9dfac204df346c4b308039bc,0.532,0.0,0.74
2204d6edfacfbc133fc59058a0b6bacf,0.353,0.0,1.16
bc9781765c25866559883856db948dc9,0.542,0.0,0.79
f60a74ba94c1b2ae4f98d3d143f327d4,0.361,0.0,0.87
11c732e0cea2abe6d33b23bf71c5c621,0.361,0.0,0.91
4ebf04bc964be0ee9baadbf0858ddb31,0.448,0.0,0.95
0ee1011aeb83451a785c59f05b5778e2,0.654,0.0,0.87
73788d080ab546099c98851e83581e4c,0.514,0.0,1.12
a40f54887e252ee1496bb72d1a033f4f,0.423,0.0,0.96
ffa3783b6fffa570eb71bf12c15f83b1,0.502,0.0,0.81
8efebbff1c7831780078e8d590daf08b,0.451,0.0,0.74
340ee66783b9bf65d3801ed18924b8a2,0.387,0.0,0.77
d90822bbf500fb3fd45ea2c52ddb922e,0.538,0.0,1.01
20335a77ba3854160ed9de6c61e29217,0.283,0.004,1.03
3aef09b89ee0d8e60646857303ae8ad0,0.506,0.0,0.81
d4ddf8f77e94b1964eee56a1a267b774,0.487,0.0,0.97
61a3e8b7a823aa131f53c0f8de5a3157,0.275,0.006,0.73
e75a9cb530fcfa8a818a352fe34085a2,0.417,0.0,0.89
c52393e25bafe2e4772a63352ad59309,0.485,0.0,0.95
5a6627b01ceda0e53295a57a34d195db,0.605,0.0,0.84
f2de1407c8147de7052cf378db746e0a,0.372,0.0,1.09
5cb9a0a9b2de1f273fcb0e6a5031ca47,0.716,0.0,0.8
76ced6d0f3b21e66a1e1bac4bee6db42,0.523,0.0,0.8
ac778e41b1cb73055d559c1c7505d89b,0.565,0.0,1.04
42079cb63f26800fdccb00bdc9a6a04c,0.42,0.0,0.95
e0aee49f632eb39d9f9e0e8060653fb1,0.493,0.0,0.82
aa3ce0a7a430f02da6d276729f148921,0.37,0.0,0.94
c274505ebfbd8de9d24bd41fe4cef8f8,0.558,0.0,0.69
f8ab82b4b8de3f340052245e7ba098b8,0.42,0.0,0.88
298f9c9d454592091e183be366390200,0.579,0.0,0.81
5d9755ad3f25828574ad91e725f2a30a,0.443,0.0,0.92
472f949076587418e2da2c4aa08b8061,0.357,0.0,0.74
dfcc56804042d6cee7cf33f269af6ade,0.05,0.618,1.04
fc5738985d601622678c666c4f3355dd,0.246,0.014,0.64
6f995a2d533bfac9e8bbd16d9445e353,0.38,0.0,0.83
6c04220af534c5c6ed377f9fcd453b16,0.607,0.0,0.53
ef86561cd0f06b562dec2319fbe6b385,0.373,0.0,0.88
4fd1001482a12adaddb777ea7581fc4e,0.347,0.0,0.73
2ede06261bc75340738814c4546c92f9,0.529,0.0,0.86
